hop,mode,rep,i,warmup,ms,bytes_out,bytes_in
H4-redis,hybrid,1,76,0,0.353,1543,2029
H4-redis,hybrid,1,77,0,0.355,1543,2028
H4-redis,hybrid,1,78,0,0.344,1543,2028
H4-redis,hybrid,1,79,0,0.326,1543,2027
H4-redis,hybrid,1,80,0,0.331,1543,2028
H4-redis,hybrid,1,81,0,0.343,1543,2028
H4-redis,hybrid,1,82,0,0.347,1543,2029
H4-redis,hybrid,1,83,0,0.321,1543,2028
H4-redis,hybrid,1,84,0,0.351,1543,2027
H4-redis,hybrid,1,85,0,0.32,1543,2028
H4-redis,hybrid,1,86,0,0.344,1543,2028
H4-redis,hybrid,1,87,0,0.328,1543,2027
H4-redis,hybrid,1,88,0,0.351,1543,2029
H4-redis,hybrid,1,89,0,0.329,1543,2028
H4-redis,hybrid,1,90,0,0.368,1543,2029
H4-redis,hybrid,1,91,0,0.327,1543,2028
H4-redis,hybrid,1,92,0,0.376,1543,2027
H4-redis,hybrid,1,93,0,0.336,1543,2027
H4-redis,hybrid,1,94,0,0.344,1543,2028
H4-redis,hybrid,1,95,0,0.348,1543,2028
H4-redis,hybrid,1,96,0,0.339,1543,2028
H4-redis,hybrid,1,97,0,0.353,1543,2027
H4-redis,hybrid,1,98,0,0.331,1543,2029
H4-redis,hybrid,1,99,0,0.339,1543,2029
H4-redis,hybrid,1,100,0,0.329,1543,2028
H4-redis,hybrid,1,101,0,0.368,1543,2029
H4-redis,hybrid,1,102,0,0.349,1543,2028
H4-redis,hybrid,1,103,0,0.354,1543,2028
H4-redis,hybrid,1,104,0,0.336,1543,2029
H4-redis,hybrid,1,105,0,0.38,1543,2026
H4-redis,hybrid,1,106,0,0.376,1543,2027
H4-redis,hybrid,1,107,0,0.358,1543,2028
H4-redis,hybrid,1,108,0,0.335,1543,2029
H4-redis,hybrid,1,109,0,0.379,1543,2027
H1-edge,hybrid,2,0,1,0.574,1550,2032
H1-edge,hybrid,2,1,1,0.379,1550,2033
H1-edge,hybrid,2,2,1,0.368,1550,2032
H1-edge,hybrid,2,3,1,0.341,1550,2031
H1-edge,hybrid,2,4,1,0.349,1550,2032
H1-edge,hybrid,2,5,1,0.423,1550,2031
H1-edge,hybrid,2,6,1,0.358,1550,2033
H1-edge,hybrid,2,7,1,0.351,1550,2032
H1-edge,hybrid,2,8,1,0.411,1550,2033
H1-edge,hybrid,2,9,1,0.335,1550,2033
H1-edge,hybrid,2,10,0,0.391,1550,2033
H1-edge,hybrid,2,11,0,0.337,1550,2033
H1-edge,hybrid,2,12,0,0.418,1550,2032
H1-edge,hybrid,2,13,0,0.365,1550,2033
H1-edge,hybrid,2,14,0,0.353,1550,2031
H1-edge,hybrid,2,15,0,0.342,1550,2032
H1-edge,hybrid,2,16,0,0.38,1550,2032
H1-edge,hybrid,2,17,0,0.365,1550,2032
H1-edge,hybrid,2,18,0,0.34,1550,2031
H1-edge,hybrid,2,19,0,0.348,1550,2031
H1-edge,hybrid,2,20,0,0.341,1550,2033
H1-edge,hybrid,2,21,0,0.35,1550,2032
H1-edge,hybrid,2,22,0,0.337,1550,2032
H1-edge,hybrid,2,23,0,0.363,1550,2033
H1-edge,hybrid,2,24,0,0.381,1550,2032
H1-edge,hybrid,2,25,0,0.354,1550,2032
H1-edge,hybrid,2,26,0,0.365,1550,2031
H1-edge,hybrid,2,27,0,0.35,1550,2031
H1-edge,hybrid,2,28,0,0.364,1550,2033
H1-edge,hybrid,2,29,0,0.331,1550,2031
H1-edge,hybrid,2,30,0,0.375,1550,2031
H1-edge,hybrid,2,31,0,0.349,1550,2033
H1-edge,hybrid,2,32,0,0.368,1550,2032
H1-edge,hybrid,2,33,0,0.342,1550,2033
H1-edge,hybrid,2,34,0,0.343,1550,2032
H1-edge,hybrid,2,35,0,0.321,1550,2032
H1-edge,hybrid,2,36,0,0.371,1550,2032
H1-edge,hybrid,2,37,0,0.351,1550,2031
H1-edge,hybrid,2,38,0,0.368,1550,2033
H1-edge,hybrid,2,39,0,0.372,1550,2033
H1-edge,hybrid,2,40,0,0.403,1550,2032
H1-edge,hybrid,2,41,0,0.361,1550,2032
H1-edge,hybrid,2,42,0,0.384,1550,2032
H1-edge,hybrid,2,43,0,0.368,1550,2033
H1-edge,hybrid,2,44,0,0.401,1550,2032
H1-edge,hybrid,2,45,0,0.37,1550,2032
H1-edge,hybrid,2,46,0,0.363,1550,2033
H1-edge,hybrid,2,47,0,0.336,1550,2030
H1-edge,hybrid,2,48,0,0.384,1550,2033
H1-edge,hybrid,2,49,0,0.337,1550,2032
H1-edge,hybrid,2,50,0,0.358,1550,2033
H1-edge,hybrid,2,51,0,0.409,1550,2032
H1-edge,hybrid,2,52,0,0.368,1550,2032
H1-edge,hybrid,2,53,0,0.336,1550,2033
H1-edge,hybrid,2,54,0,0.35,1550,2032
H1-edge,hybrid,2,55,0,0.365,1550,2033
H1-edge,hybrid,2,56,0,0.35,1550,2031
H1-edge,hybrid,2,57,0,0.337,1550,2031
H1-edge,hybrid,2,58,0,0.366,1550,2033
H1-edge,hybrid,2,59,0,0.354,1550,2032
H1-edge,hybrid,2,60,0,0.349,1550,2031
H1-edge,hybrid,2,61,0,0.336,1550,2032
H1-edge,hybrid,2,62,0,0.331,1550,2032
H1-edge,hybrid,2,63,0,0.364,1550,2032
H1-edge,hybrid,2,64,0,0.338,1550,2031
H1-edge,hybrid,2,65,0,0.368,1550,2033
H1-edge,hybrid,2,66,0,0.329,1550,2031
H1-edge,hybrid,2,67,0,0.358,1550,2033
H1-edge,hybrid,2,68,0,0.346,1550,2032
H1-edge,hybrid,2,69,0,0.349,1550,2033
H1-edge,hybrid,2,70,0,0.343,1550,2032
H1-edge,hybrid,2,71,0,0.418,1550,2033
H1-edge,hybrid,2,72,0,0.36,1550,2031
H1-edge,hybrid,2,73,0,0.368,1550,2033
H1-edge,hybrid,2,74,0,0.348,1550,2033
H1-edge,hybrid,2,75,0,0.355,1550,2033
H1-edge,hybrid,2,76,0,0.331,1550,2033
H1-edge,hybrid,2,77,0,0.373,1550,2032
H1-edge,hybrid,2,78,0,0.351,1550,2032
H1-edge,hybrid,2,79,0,0.367,1550,2032
H1-edge,hybrid,2,80,0,0.333,1550,2032
H1-edge,hybrid,2,81,0,0.352,1550,2033
H1-edge,hybrid,2,82,0,0.333,1550,2032
H1-edge,hybrid,2,83,0,0.34,1550,2032
H1-edge,hybrid,2,84,0,0.339,1550,2032
H1-edge,hybrid,2,85,0,0.344,1550,2032
H1-edge,hybrid,2,86,0,0.329,1550,2033
H1-edge,hybrid,2,87,0,0.345,1550,2032
H1-edge,hybrid,2,88,0,0.356,1550,2033
H1-edge,hybrid,2,89,0,0.332,1550,2032
H1-edge,hybrid,2,90,0,0.355,1550,2033
H1-edge,hybrid,2,91,0,0.322,1550,2032
H1-edge,hybrid,2,92,0,0.335,1550,2032
H1-edge,hybrid,2,93,0,0.341,1550,2031
H1-edge,hybrid,2,94,0,0.356,1550,2031
H1-edge,hybrid,2,95,0,0.337,1550,2031
H1-edge,hybrid,2,96,0,0.376,1550,2032
H1-edge,hybrid,2,97,0,0.351,1550,2032
H1-edge,hybrid,2,98,0,0.404,1550,2031
H1-edge,hybrid,2,99,0,0.336,1550,2033
H1-edge,hybrid,2,100,0,0.35,1550,2032
H1-edge,hybrid,2,101,0,0.332,1550,2031
H1-edge,hybrid,2,102,0,0.373,1550,2031
H1-edge,hybrid,2,103,0,0.34,1550,2032
H1-edge,hybrid,2,104,0,0.371,1550,2033
H1-edge,hybrid,2,105,0,0.325,1550,2032
H1-edge,hybrid,2,106,0,0.354,1550,2032
H1-edge,hybrid,2,107,0,0.328,1550,2032
H1-edge,hybrid,2,108,0,0.345,1550,2033
H1-edge,hybrid,2,109,0,0.349,1550,2032
H2a-py,hybrid,2,0,1,0.55,1555,2028
H2a-py,hybrid,2,1,1,0.406,1555,2029
H2a-py,hybrid,2,2,1,0.435,1555,2027
H2a-py,hybrid,2,3,1,0.341,1555,2028
H2a-py,hybrid,2,4,1,0.351,1555,2028
H2a-py,hybrid,2,5,1,0.341,1555,2027
H2a-py,hybrid,2,6,1,0.358,1555,2028
H2a-py,hybrid,2,7,1,0.338,1555,2027
H2a-py,hybrid,2,8,1,0.373,1555,2028
H2a-py,hybrid,2,9,1,0.34,1555,2027
H2a-py,hybrid,2,10,0,0.416,1555,2027
H2a-py,hybrid,2,11,0,0.329,1555,2028
H2a-py,hybrid,2,12,0,0.406,1555,2029
H2a-py,hybrid,2,13,0,0.348,1555,2028
H2a-py,hybrid,2,14,0,0.372,1555,2027
H2a-py,hybrid,2,15,0,0.343,1555,2028
H2a-py,hybrid,2,16,0,0.368,1555,2027
H2a-py,hybrid,2,17,0,0.401,1555,2029
H2a-py,hybrid,2,18,0,0.384,1555,2028
H2a-py,hybrid,2,19,0,0.343,1555,2029
H2a-py,hybrid,2,20,0,0.359,1555,2028
H2a-py,hybrid,2,21,0,0.345,1555,2027
H2a-py,hybrid,2,22,0,0.35,1555,2028
H2a-py,hybrid,2,23,0,0.348,1555,2029
H2a-py,hybrid,2,24,0,0.33,1555,2027
H2a-py,hybrid,2,25,0,0.346,1555,2029
H2a-py,hybrid,2,26,0,0.331,1555,2028
H2a-py,hybrid,2,27,0,0.348,1555,2028
H2a-py,hybrid,2,28,0,0.336,1555,2028
H2a-py,hybrid,2,29,0,0.355,1555,2028
H2a-py,hybrid,2,30,0,0.335,1555,2027
H2a-py,hybrid,2,31,0,0.363,1555,2027
H2a-py,hybrid,2,32,0,0.353,1555,2027
H2a-py,hybrid,2,33,0,0.376,1555,2028
H2a-py,hybrid,2,34,0,0.359,1555,2028
H2a-py,hybrid,2,35,0,0.353,1555,2029
H2a-py,hybrid,2,36,0,0.338,1555,2028
H2a-py,hybrid,2,37,0,0.356,1555,2029
H2a-py,hybrid,2,38,0,0.349,1555,2028
H2a-py,hybrid,2,39,0,0.356,1555,2029
H2a-py,hybrid,2,40,0,0.363,1555,2028
H2a-py,hybrid,2,41,0,0.342,1555,2029
H2a-py,hybrid,2,42,0,0.335,1555,2028
H2a-py,hybrid,2,43,0,0.355,1555,2028
H2a-py,hybrid,2,44,0,0.342,1555,2029
H2a-py,hybrid,2,45,0,0.342,1555,2028
H2a-py,hybrid,2,46,0,0.343,1555,2028
H2a-py,hybrid,2,47,0,0.329,1555,2028
H2a-py,hybrid,2,48,0,0.349,1555,2029
H2a-py,hybrid,2,49,0,0.335,1555,2028
H2a-py,hybrid,2,50,0,0.365,1555,2028
H2a-py,hybrid,2,51,0,0.343,1555,2028
H2a-py,hybrid,2,52,0,0.352,1555,2027
H2a-py,hybrid,2,53,0,0.333,1555,2028
H2a-py,hybrid,2,54,0,0.341,1555,2027
H2a-py,hybrid,2,55,0,0.333,1555,2027
H2a-py,hybrid,2,56,0,0.389,1555,2027
H2a-py,hybrid,2,57,0,0.349,1555,2029
H2a-py,hybrid,2,58,0,0.332,1555,2029
H2a-py,hybrid,2,59,0,0.347,1555,2028
H2a-py,hybrid,2,60,0,0.346,1555,2029
H2a-py,hybrid,2,61,0,0.377,1555,2028
H2a-py,hybrid,2,62,0,0.441,1555,2027
H2a-py,hybrid,2,63,0,0.757,1555,2028
H2a-py,hybrid,2,64,0,0.388,1555,2027
H2a-py,hybrid,2,65,0,0.374,1555,2029
H2a-py,hybrid,2,66,0,0.357,1555,2028
H2a-py,hybrid,2,67,0,0.375,1555,2028
H2a-py,hybrid,2,68,0,0.356,1555,2027
H2a-py,hybrid,2,69,0,0.361,1555,2029
H2a-py,hybrid,2,70,0,0.35,1555,2029
H2a-py,hybrid,2,71,0,0.37,1555,2029
H2a-py,hybrid,2,72,0,0.363,1555,2028
H2a-py,hybrid,2,73,0,0.337,1555,2027
H2a-py,hybrid,2,74,0,0.361,1555,2028
H2a-py,hybrid,2,75,0,0.389,1555,2028
H2a-py,hybrid,2,76,0,0.367,1555,2028
H2a-py,hybrid,2,77,0,0.34,1555,2028
H2a-py,hybrid,2,78,0,0.357,1555,2028
H2a-py,hybrid,2,79,0,0.329,1555,2027
H2a-py,hybrid,2,80,0,0.354,1555,2027
H2a-py,hybrid,2,81,0,0.339,1555,2027
H2a-py,hybrid,2,82,0,0.394,1555,2027
H2a-py,hybrid,2,83,0,0.389,1555,2027
H2a-py,hybrid,2,84,0,0.38,1555,2029
H2a-py,hybrid,2,85,0,0.358,1555,2028
H2a-py,hybrid,2,86,0,0.383,1555,2028
H2a-py,hybrid,2,87,0,0.365,1555,2029
H2a-py,hybrid,2,88,0,0.373,1555,2027
H2a-py,hybrid,2,89,0,0.345,1555,2029
H2a-py,hybrid,2,90,0,0.402,1555,2028
H2a-py,hybrid,2,91,0,0.361,1555,2027
H2a-py,hybrid,2,92,0,0.364,1555,2027
H2a-py,hybrid,2,93,0,0.351,1555,2028
H2a-py,hybrid,2,94,0,0.384,1555,2028
H2a-py,hybrid,2,95,0,0.356,1555,2028
H2a-py,hybrid,2,96,0,0.367,1555,2027
H2a-py,hybrid,2,97,0,0.352,1555,2028
H2a-py,hybrid,2,98,0,0.388,1555,2029
H2a-py,hybrid,2,99,0,0.348,1555,2028
H2a-py,hybrid,2,100,0,0.36,1555,2028
H2a-py,hybrid,2,101,0,0.343,1555,2028
H2a-py,hybrid,2,102,0,0.35,1555,2027
H2a-py,hybrid,2,103,0,0.327,1555,2027
H2a-py,hybrid,2,104,0,0.344,1555,2029
H2a-py,hybrid,2,105,0,0.367,1555,2028
H2a-py,hybrid,2,106,0,0.346,1555,2029
H2a-py,hybrid,2,107,0,0.333,1555,2027
H2a-py,hybrid,2,108,0,0.333,1555,2028
H2a-py,hybrid,2,109,0,0.347,1555,2027
H2b-node,hybrid,2,0,1,0.656,1553,2029
H2b-node,hybrid,2,1,1,0.411,1553,2029
H2b-node,hybrid,2,2,1,0.391,1553,2029
H2b-node,hybrid,2,3,1,0.376,1553,2027
H2b-node,hybrid,2,4,1,0.369,1553,2028
H2b-node,hybrid,2,5,1,0.39,1553,2028
H2b-node,hybrid,2,6,1,0.435,1553,2029
H2b-node,hybrid,2,7,1,0.355,1553,2027
H2b-node,hybrid,2,8,1,0.358,1553,2027
H2b-node,hybrid,2,9,1,0.358,1553,2029
H2b-node,hybrid,2,10,0,0.36,1553,2028
H2b-node,hybrid,2,11,0,0.343,1553,2029
H2b-node,hybrid,2,12,0,0.354,1553,2028
H2b-node,hybrid,2,13,0,0.335,1553,2027
H2b-node,hybrid,2,14,0,0.349,1553,2028
H2b-node,hybrid,2,15,0,0.332,1553,2028
H2b-node,hybrid,2,16,0,0.337,1553,2027
H2b-node,hybrid,2,17,0,0.332,1553,2029
H2b-node,hybrid,2,18,0,0.324,1553,2029
H2b-node,hybrid,2,19,0,0.352,1553,2027
H2b-node,hybrid,2,20,0,0.35,1553,2029
H2b-node,hybrid,2,21,0,0.485,1553,2027
H2b-node,hybrid,2,22,0,0.348,1553,2028
H2b-node,hybrid,2,23,0,0.359,1553,2027
H2b-node,hybrid,2,24,0,0.355,1553,2028
H2b-node,hybrid,2,25,0,0.336,1553,2028
H2b-node,hybrid,2,26,0,0.337,1553,2027
H2b-node,hybrid,2,27,0,0.369,1553,2028
H2b-node,hybrid,2,28,0,0.346,1553,2027
H2b-node,hybrid,2,29,0,0.379,1553,2028
H2b-node,hybrid,2,30,0,0.388,1553,2029
H2b-node,hybrid,2,31,0,0.391,1553,2027
H2b-node,hybrid,2,32,0,0.336,1553,2028
H2b-node,hybrid,2,33,0,0.361,1553,2028
H2b-node,hybrid,2,34,0,0.334,1553,2028
H2b-node,hybrid,2,35,0,0.34,1553,2028
H2b-node,hybrid,2,36,0,0.334,1553,2028
H2b-node,hybrid,2,37,0,0.368,1553,2029
H2b-node,hybrid,2,38,0,0.357,1553,2028
H2b-node,hybrid,2,39,0,0.353,1553,2028
H2b-node,hybrid,2,40,0,0.338,1553,2028
H2b-node,hybrid,2,41,0,0.338,1553,2027
H2b-node,hybrid,2,42,0,0.36,1553,2029
H2b-node,hybrid,2,43,0,0.33,1553,2027
H2b-node,hybrid,2,44,0,0.353,1553,2027
H2b-node,hybrid,2,45,0,0.347,1553,2027
H2b-node,hybrid,2,46,0,0.354,1553,2029
H2b-node,hybrid,2,47,0,0.338,1553,2029
H2b-node,hybrid,2,48,0,0.365,1553,2027
H2b-node,hybrid,2,49,0,0.34,1553,2029
H2b-node,hybrid,2,50,0,0.35,1553,2028
H2b-node,hybrid,2,51,0,0.358,1553,2029
H2b-node,hybrid,2,52,0,0.341,1553,2029
H2b-node,hybrid,2,53,0,0.364,1553,2029
H2b-node,hybrid,2,54,0,0.353,1553,2029
H2b-node,hybrid,2,55,0,0.332,1553,2028
H2b-node,hybrid,2,56,0,0.491,1553,2028
H2b-node,hybrid,2,57,0,0.339,1553,2028
H2b-node,hybrid,2,58,0,0.356,1553,2028
H2b-node,hybrid,2,59,0,0.346,1553,2028
H2b-node,hybrid,2,60,0,0.377,1553,2027
H2b-node,hybrid,2,61,0,0.334,1553,2029
H2b-node,hybrid,2,62,0,0.385,1553,2029
H2b-node,hybrid,2,63,0,0.339,1553,2028
H2b-node,hybrid,2,64,0,0.376,1553,2029
H2b-node,hybrid,2,65,0,0.353,1553,2029
H2b-node,hybrid,2,66,0,0.366,1553,2029
H2b-node,hybrid,2,67,0,0.336,1553,2028
H2b-node,hybrid,2,68,0,0.363,1553,2027
H2b-node,hybrid,2,69,0,0.344,1553,2027
H2b-node,hybrid,2,70,0,0.334,1553,2028
H2b-node,hybrid,2,71,0,0.33,1553,2028
H2b-node,hybrid,2,72,0,0.323,1553,2028
H2b-node,hybrid,2,73,0,0.319,1553,2029
H2b-node,hybrid,2,74,0,0.344,1553,2029
H2b-node,hybrid,2,75,0,0.363,1553,2028
H2b-node,hybrid,2,76,0,0.334,1553,2028
H2b-node,hybrid,2,77,0,0.36,1553,2027
H2b-node,hybrid,2,78,0,0.323,1553,2028
H2b-node,hybrid,2,79,0,0.365,1553,2028
H2b-node,hybrid,2,80,0,0.33,1553,2028
H2b-node,hybrid,2,81,0,0.355,1553,2027
H2b-node,hybrid,2,82,0,0.328,1553,2027
H2b-node,hybrid,2,83,0,0.339,1553,2027
H2b-node,hybrid,2,84,0,0.324,1553,2029
H2b-node,hybrid,2,85,0,0.326,1553,2027
H2b-node,hybrid,2,86,0,0.358,1553,2028
H2b-node,hybrid,2,87,0,0.328,1553,2028
H2b-node,hybrid,2,88,0,0.349,1553,2028
H2b-node,hybrid,2,89,0,0.327,1553,2028
H2b-node,hybrid,2,90,0,0.341,1553,2029
H2b-node,hybrid,2,91,0,0.351,1553,2027
H2b-node,hybrid,2,92,0,0.355,1553,2028
H2b-node,hybrid,2,93,0,0.345,1553,2027
H2b-node,hybrid,2,94,0,0.369,1553,2028
H2b-node,hybrid,2,95,0,0.361,1553,2029
H2b-node,hybrid,2,96,0,0.341,1553,2028
H2b-node,hybrid,2,97,0,0.326,1553,2028
H2b-node,hybrid,2,98,0,0.346,1553,2028
H2b-node,hybrid,2,99,0,0.322,1553,2029
H2b-node,hybrid,2,100,0,0.321,1553,2029
H2b-node,hybrid,2,101,0,0.352,1553,2028
H2b-node,hybrid,2,102,0,0.366,1553,2028
H2b-node,hybrid,2,103,0,0.371,1553,2027
H2b-node,hybrid,2,104,0,0.338,1553,2029
H2b-node,hybrid,2,105,0,0.331,1553,2028
H2b-node,hybrid,2,106,0,0.328,1553,2028
H2b-node,hybrid,2,107,0,0.348,1553,2028
H2b-node,hybrid,2,108,0,0.346,1553,2028
H2b-node,hybrid,2,109,0,0.349,1553,2029
H3-pg,hybrid,2,0,1,0.513,1546,2027
H3-pg,hybrid,2,1,1,0.51,1546,2028
H3-pg,hybrid,2,2,1,0.517,1546,2029
H3-pg,hybrid,2,3,1,0.516,1546,2029
H3-pg,hybrid,2,4,1,0.454,1546,2028
H3-pg,hybrid,2,5,1,0.482,1546,2027
H3-pg,hybrid,2,6,1,0.434,1546,2029
H3-pg,hybrid,2,7,1,0.436,1546,2029
H3-pg,hybrid,2,8,1,0.496,1546,2028
H3-pg,hybrid,2,9,1,0.483,1546,2028
H3-pg,hybrid,2,10,0,0.451,1546,2028
H3-pg,hybrid,2,11,0,0.497,1546,2028
H3-pg,hybrid,2,12,0,0.466,1546,2028
H3-pg,hybrid,2,13,0,0.469,1546,2028
H3-pg,hybrid,2,14,0,0.493,1546,2029
H3-pg,hybrid,2,15,0,0.48,1546,2028
H3-pg,hybrid,2,16,0,0.441,1546,2028
H3-pg,hybrid,2,17,0,0.458,1546,2027
H3-pg,hybrid,2,18,0,0.48,1546,2028
H3-pg,hybrid,2,19,0,0.493,1546,2028
H3-pg,hybrid,2,20,0,0.5,1546,2027
H3-pg,hybrid,2,21,0,0.463,1546,2028
H3-pg,hybrid,2,22,0,0.451,1546,2027
H3-pg,hybrid,2,23,0,0.442,1546,2028
H3-pg,hybrid,2,24,0,0.516,1546,2028
H3-pg,hybrid,2,25,0,0.486,1546,2029
H3-pg,hybrid,2,26,0,0.485,1546,2028
H3-pg,hybrid,2,27,0,0.468,1546,2029
H3-pg,hybrid,2,28,0,0.47,1546,2028
H3-pg,hybrid,2,29,0,0.445,1546,2028
H3-pg,hybrid,2,30,0,0.467,1546,2027
H3-pg,hybrid,2,31,0,0.481,1546,2027
H3-pg,hybrid,2,32,0,0.477,1546,2029
H3-pg,hybrid,2,33,0,0.455,1546,2028
H3-pg,hybrid,2,34,0,0.459,1546,2029
H3-pg,hybrid,2,35,0,0.446,1546,2029
H3-pg,hybrid,2,36,0,0.459,1546,2028
H3-pg,hybrid,2,37,0,0.47,1546,2029
H3-pg,hybrid,2,38,0,0.471,1546,2028
H3-pg,hybrid,2,39,0,0.447,1546,2028
H3-pg,hybrid,2,40,0,0.451,1546,2028
H3-pg,hybrid,2,41,0,0.463,1546,2029
H3-pg,hybrid,2,42,0,0.472,1546,2029
H3-pg,hybrid,2,43,0,0.497,1546,2029
H3-pg,hybrid,2,44,0,0.445,1546,2029
H3-pg,hybrid,2,45,0,0.459,1546,2028
H3-pg,hybrid,2,46,0,0.445,1546,2028
H3-pg,hybrid,2,47,0,0.443,1546,2028
H3-pg,hybrid,2,48,0,0.47,1546,2029
H3-pg,hybrid,2,49,0,0.439,1546,2027
H3-pg,hybrid,2,50,0,0.447,1546,2028
H3-pg,hybrid,2,51,0,0.429,1546,2028
H3-pg,hybrid,2,52,0,0.449,1546,2028
H3-pg,hybrid,2,53,0,0.502,1546,2029
H3-pg,hybrid,2,54,0,0.452,1546,2028
H3-pg,hybrid,2,55,0,0.444,1546,2028
H3-pg,hybrid,2,56,0,0.437,1546,2027
H3-pg,hybrid,2,57,0,0.441,1546,2028
H3-pg,hybrid,2,58,0,0.465,1546,2028
H3-pg,hybrid,2,59,0,0.465,1546,2028
H3-pg,hybrid,2,60,0,0.43,1546,2027
H3-pg,hybrid,2,61,0,0.457,1546,2029
H3-pg,hybrid,2,62,0,0.448,1546,2028
H3-pg,hybrid,2,63,0,0.449,1546,2028
H3-pg,hybrid,2,64,0,0.485,1546,2028
H3-pg,hybrid,2,65,0,0.487,1546,2027
H3-pg,hybrid,2,66,0,0.443,1546,2028
H3-pg,hybrid,2,67,0,0.461,1546,2029
H3-pg,hybrid,2,68,0,0.486,1546,2029
H3-pg,hybrid,2,69,0,0.473,1546,2029
H3-pg,hybrid,2,70,0,0.505,1546,2029
H3-pg,hybrid,2,71,0,0.521,1546,2028
H3-pg,hybrid,2,72,0,0.474,1546,2027
H3-pg,hybrid,2,73,0,0.495,1546,2028
H3-pg,hybrid,2,74,0,0.44,1546,2028
H3-pg,hybrid,2,75,0,0.47,1546,2028
H3-pg,hybrid,2,76,0,0.445,1546,2028
H3-pg,hybrid,2,77,0,0.484,1546,2027
H3-pg,hybrid,2,78,0,0.481,1546,2028
H3-pg,hybrid,2,79,0,0.472,1546,2028
H3-pg,hybrid,2,80,0,0.452,1546,2028
H3-pg,hybrid,2,81,0,0.461,1546,2028
H3-pg,hybrid,2,82,0,0.587,1546,2028
H3-pg,hybrid,2,83,0,0.486,1546,2029
H3-pg,hybrid,2,84,0,0.482,1546,2028
H3-pg,hybrid,2,85,0,0.491,1546,2029
H3-pg,hybrid,2,86,0,0.467,1546,2028
H3-pg,hybrid,2,87,0,0.449,1546,2027
H3-pg,hybrid,2,88,0,0.448,1546,2028
H3-pg,hybrid,2,89,0,0.463,1546,2028
H3-pg,hybrid,2,90,0,0.47,1546,2028
H3-pg,hybrid,2,91,0,0.441,1546,2027
H3-pg,hybrid,2,92,0,0.456,1546,2028
H3-pg,hybrid,2,93,0,0.459,1546,2029
H3-pg,hybrid,2,94,0,0.431,1546,2029
H3-pg,hybrid,2,95,0,0.46,1546,2028
H3-pg,hybrid,2,96,0,0.485,1546,2028
H3-pg,hybrid,2,97,0,0.497,1546,2027
H3-pg,hybrid,2,98,0,0.532,1546,2029
H3-pg,hybrid,2,99,0,0.487,1546,2028
H3-pg,hybrid,2,100,0,0.482,1546,2029
H3-pg,hybrid,2,101,0,0.558,1546,2029
H3-pg,hybrid,2,102,0,0.483,1546,2027
H3-pg,hybrid,2,103,0,0.475,1546,2028
H3-pg,hybrid,2,104,0,0.485,1546,2028
H3-pg,hybrid,2,105,0,0.445,1546,2029
H3-pg,hybrid,2,106,0,0.455,1546,2027
H3-pg,hybrid,2,107,0,0.45,1546,2028
H3-pg,hybrid,2,108,0,0.467,1546,2029
H3-pg,hybrid,2,109,0,0.458,1546,2028
H4-redis,hybrid,2,0,1,0.45,1543,2028
H4-redis,hybrid,2,1,1,0.383,1543,2028
H4-redis,hybrid,2,2,1,0.342,1543,2027
H4-redis,hybrid,2,3,1,0.369,1543,2027
H4-redis,hybrid,2,4,1,0.333,1543,2027
H4-redis,hybrid,2,5,1,0.367,1543,2027
H4-redis,hybrid,2,6,1,0.333,1543,2027
H4-redis,hybrid,2,7,1,0.352,1543,2027
H4-redis,hybrid,2,8,1,0.364,1543,2027
H4-redis,hybrid,2,9,1,0.346,1543,2029
H4-redis,hybrid,2,10,0,0.381,1543,2029
H4-redis,hybrid,2,11,0,0.374,1543,2028
H4-redis,hybrid,2,12,0,0.35,1543,2028
H4-redis,hybrid,2,13,0,0.384,1543,2028
H4-redis,hybrid,2,14,0,0.372,1543,2027
H4-redis,hybrid,2,15,0,0.381,1543,2028
H4-redis,hybrid,2,16,0,0.392,1543,2028
H4-redis,hybrid,2,17,0,0.448,1543,2027
H4-redis,hybrid,2,18,0,0.355,1543,2028
H4-redis,hybrid,2,19,0,0.385,1543,2029
H4-redis,hybrid,2,20,0,0.332,1543,2028
H4-redis,hybrid,2,21,0,0.364,1543,2027
H4-redis,hybrid,2,22,0,0.337,1543,2027
H4-redis,hybrid,2,23,0,0.392,1543,2029
H4-redis,hybrid,2,24,0,0.358,1543,2028
H4-redis,hybrid,2,25,0,0.401,1543,2028
H4-redis,hybrid,2,26,0,0.347,1543,2028
H4-redis,hybrid,2,27,0,0.358,1543,2029
H4-redis,hybrid,2,28,0,0.344,1543,2027
H4-redis,hybrid,2,29,0,0.392,1543,2028
H4-redis,hybrid,2,30,0,0.333,1543,2027
H4-redis,hybrid,2,31,0,0.346,1543,2029
H4-redis,hybrid,2,32,0,0.345,1543,2029
H4-redis,hybrid,2,33,0,0.354,1543,2028
H4-redis,hybrid,2,34,0,0.329,1543,2029
H4-redis,hybrid,2,35,0,0.343,1543,2028
H4-redis,hybrid,2,36,0,0.347,1543,2027
H4-redis,hybrid,2,37,0,0.343,1543,2028
H4-redis,hybrid,2,38,0,0.343,1543,2028
H4-redis,hybrid,2,39,0,0.316,1543,2027
H4-redis,hybrid,2,40,0,0.374,1543,2028
H4-redis,hybrid,2,41,0,0.336,1543,2028
H4-redis,hybrid,2,42,0,0.374,1543,2029
